full_name,html_url,description,stargazers_count,forks_count,updated_at,created_at,owner,topics,size,language,license
michaelliao/awesome-python3-webapp,https://github.com/michaelliao/awesome-python3-webapp,小白的Python入门教程实战篇：网站+iOS App源码→ http://t.cn/R2PDyWN 赞助→ http://t.cn/R5bhVpf,2331,2870,2024-02-09T13:22:41Z,2015-05-20T22:09:21Z,"{'login': 'michaelliao', 'id': 470058, 'node_id': 'MDQ6VXNlcjQ3MDA1OA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/470058?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/michaelliao', 'html_url': 'https://github.com/michaelliao', 'followers_url': 'https://api.github.com/users/michaelliao/followers', 'following_url': 'https://api.github.com/users/michaelliao/following{/other_user}', 'gists_url': 'https://api.github.com/users/michaelliao/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/michaelliao/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/michaelliao/subscriptions', 'organizations_url': 'https://api.github.com/users/michaelliao/orgs', 'repos_url': 'https://api.github.com/users/michaelliao/repos', 'events_url': 'https://api.github.com/users/michaelliao/events{/privacy}', 'received_events_url': 'https://api.github.com/users/michaelliao/received_events', 'type': 'User', 'site_admin': False}",[],368,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}"
roytuts/python,https://github.com/roytuts/python,,185,345,2024-01-23T15:36:08Z,2019-04-29T06:47:06Z,"{'login': 'roytuts', 'id': 25424394, 'node_id': 'MDQ6VXNlcjI1NDI0Mzk0', 'avatar_url': 'https://avatars.githubusercontent.com/u/25424394?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/roytuts', 'html_url': 'https://github.com/roytuts', 'followers_url': 'https://api.github.com/users/roytuts/followers', 'following_url': 'https://api.github.com/users/roytuts/following{/other_user}', 'gists_url': 'https://api.github.com/users/roytuts/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/roytuts/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/roytuts/subscriptions', 'organizations_url': 'https://api.github.com/users/roytuts/orgs', 'repos_url': 'https://api.github.com/users/roytuts/repos', 'events_url': 'https://api.github.com/users/roytuts/events{/privacy}', 'received_events_url': 'https://api.github.com/users/roytuts/received_events', 'type': 'User', 'site_admin': False}",[],173184,Python,
dabeaz-course/practical-python,https://github.com/dabeaz-course/practical-python,Practical Python Programming (course by @dabeaz),9506,6027,2024-02-09T07:20:18Z,2020-05-24T19:50:08Z,"{'login': 'dabeaz-course', 'id': 65303367, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjY1MzAzMzY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/65303367?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dabeaz-course', 'html_url': 'https://github.com/dabeaz-course', 'followers_url': 'https://api.github.com/users/dabeaz-course/followers', 'following_url': 'https://api.github.com/users/dabeaz-course/following{/other_user}', 'gists_url': 'https://api.github.com/users/dabeaz-course/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dabeaz-course/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dabeaz-course/subscriptions', 'organizations_url': 'https://api.github.com/users/dabeaz-course/orgs', 'repos_url': 'https://api.github.com/users/dabeaz-course/repos', 'events_url': 'https://api.github.com/users/dabeaz-course/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dabeaz-course/received_events', 'type': 'Organization', 'site_admin': False}",[],469,Python,"{'key': 'cc-by-sa-4.0', 'name': 'Creative Commons Attribution Share Alike 4.0 International', 'spdx_id': 'CC-BY-SA-4.0', 'url': 'https://api.github.com/licenses/cc-by-sa-4.0', 'node_id': 'MDc6TGljZW5zZTI2'}"
zhiwehu/Python-programming-exercises,https://github.com/zhiwehu/Python-programming-exercises,100+ Python challenging programming exercises,25332,6792,2024-02-09T14:49:26Z,2012-06-14T07:56:46Z,"{'login': 'zhiwehu', 'id': 1313947, 'node_id': 'MDQ6VXNlcjEzMTM5NDc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1313947?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zhiwehu', 'html_url': 'https://github.com/zhiwehu', 'followers_url': 'https://api.github.com/users/zhiwehu/followers', 'following_url': 'https://api.github.com/users/zhiwehu/following{/other_user}', 'gists_url': 'https://api.github.com/users/zhiwehu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zhiwehu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zhiwehu/subscriptions', 'organizations_url': 'https://api.github.com/users/zhiwehu/orgs', 'repos_url': 'https://api.github.com/users/zhiwehu/repos', 'events_url': 'https://api.github.com/users/zhiwehu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zhiwehu/received_events', 'type': 'User', 'site_admin': False}",[],778,,
sksalahuddin2828/Python,https://github.com/sksalahuddin2828/Python,Python Projects and Applications with exercise,239,276,2024-02-04T05:25:45Z,2023-03-12T07:21:00Z,"{'login': 'sksalahuddin2828', 'id': 127140921, 'node_id': 'U_kgDOB5QEOQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/127140921?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/sksalahuddin2828', 'html_url': 'https://github.com/sksalahuddin2828', 'followers_url': 'https://api.github.com/users/sksalahuddin2828/followers', 'following_url': 'https://api.github.com/users/sksalahuddin2828/following{/other_user}', 'gists_url': 'https://api.github.com/users/sksalahuddin2828/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/sksalahuddin2828/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/sksalahuddin2828/subscriptions', 'organizations_url': 'https://api.github.com/users/sksalahuddin2828/orgs', 'repos_url': 'https://api.github.com/users/sksalahuddin2828/repos', 'events_url': 'https://api.github.com/users/sksalahuddin2828/events{/privacy}', 'received_events_url': 'https://api.github.com/users/sksalahuddin2828/received_events', 'type': 'User', 'site_admin': False}","['python-app', 'python-lambda', 'python-library', 'python-script', 'python3']",2437,Python,
DonJayamanne/pythonVSCode,https://github.com/DonJayamanne/pythonVSCode,This extension is now maintained in the Microsoft fork.,2064,1561,2024-01-26T09:56:37Z,2016-01-19T10:50:01Z,"{'login': 'DonJayamanne', 'id': 1948812, 'node_id': 'MDQ6VXNlcjE5NDg4MTI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1948812?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/DonJayamanne', 'html_url': 'https://github.com/DonJayamanne', 'followers_url': 'https://api.github.com/users/DonJayamanne/followers', 'following_url': 'https://api.github.com/users/DonJayamanne/following{/other_user}', 'gists_url': 'https://api.github.com/users/DonJayamanne/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/DonJayamanne/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/DonJayamanne/subscriptions', 'organizations_url': 'https://api.github.com/users/DonJayamanne/orgs', 'repos_url': 'https://api.github.com/users/DonJayamanne/repos', 'events_url': 'https://api.github.com/users/DonJayamanne/events{/privacy}', 'received_events_url': 'https://api.github.com/users/DonJayamanne/received_events', 'type': 'User', 'site_admin': False}","['autopep8', 'editor', 'extract', 'intellisense', 'jupyter', 'linter', 'pydocstyle', 'pylint', 'python', 'python-3-6', 'python-terminal', 'refactorings', 'rename-refactorings', 'scientific', 'sort-imports', 'terminal', 'testing', 'typescript', 'visual-studio-code']",152735,TypeScript,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
fabianabarca/python,https://github.com/fabianabarca/python,"Tutoriales de Python para el análisis de datos en el curso IE0405 - ""Modelos Probabilísticos de Señales y Sistemas"" de la Universidad de Costa Rica.",370,219,2024-02-02T15:36:16Z,2020-05-06T04:37:43Z,"{'login': 'fabianabarca', 'id': 7775888, 'node_id': 'MDQ6VXNlcjc3NzU4ODg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/7775888?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/fabianabarca', 'html_url': 'https://github.com/fabianabarca', 'followers_url': 'https://api.github.com/users/fabianabarca/followers', 'following_url': 'https://api.github.com/users/fabianabarca/following{/other_user}', 'gists_url': 'https://api.github.com/users/fabianabarca/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/fabianabarca/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/fabianabarca/subscriptions', 'organizations_url': 'https://api.github.com/users/fabianabarca/orgs', 'repos_url': 'https://api.github.com/users/fabianabarca/repos', 'events_url': 'https://api.github.com/users/fabianabarca/events{/privacy}', 'received_events_url': 'https://api.github.com/users/fabianabarca/received_events', 'type': 'User', 'site_admin': False}","['jupyter', 'matplotlib', 'numpy', 'pandas', 'python', 'scipy']",1067,Jupyter Notebook,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}"
EdwinZhang1970/Python,https://github.com/EdwinZhang1970/Python,Source code about Python Development,171,295,2024-01-27T09:57:19Z,2018-05-22T14:51:20Z,"{'login': 'EdwinZhang1970', 'id': 26361283, 'node_id': 'MDQ6VXNlcjI2MzYxMjgz', 'avatar_url': 'https://avatars.githubusercontent.com/u/26361283?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/EdwinZhang1970', 'html_url': 'https://github.com/EdwinZhang1970', 'followers_url': 'https://api.github.com/users/EdwinZhang1970/followers', 'following_url': 'https://api.github.com/users/EdwinZhang1970/following{/other_user}', 'gists_url': 'https://api.github.com/users/EdwinZhang1970/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/EdwinZhang1970/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/EdwinZhang1970/subscriptions', 'organizations_url': 'https://api.github.com/users/EdwinZhang1970/orgs', 'repos_url': 'https://api.github.com/users/EdwinZhang1970/repos', 'events_url': 'https://api.github.com/users/EdwinZhang1970/events{/privacy}', 'received_events_url': 'https://api.github.com/users/EdwinZhang1970/received_events', 'type': 'User', 'site_admin': False}",[],51226,Jupyter Notebook,
python/cpython,https://github.com/python/cpython,The Python programming language,58269,28886,2024-02-09T16:11:49Z,2017-02-10T19:23:51Z,"{'login': 'python', 'id': 1525981, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE1MjU5ODE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1525981?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/python', 'html_url': 'https://github.com/python', 'followers_url': 'https://api.github.com/users/python/followers', 'following_url': 'https://api.github.com/users/python/following{/other_user}', 'gists_url': 'https://api.github.com/users/python/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/python/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/python/subscriptions', 'organizations_url': 'https://api.github.com/users/python/orgs', 'repos_url': 'https://api.github.com/users/python/repos', 'events_url': 'https://api.github.com/users/python/events{/privacy}', 'received_events_url': 'https://api.github.com/users/python/received_events', 'type': 'Organization', 'site_admin': False}",[],574141,Python,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
AllAlgorithms/python,https://github.com/AllAlgorithms/python,Implementation of All ▲lgorithms in Python Programming Language,318,214,2024-02-06T17:38:48Z,2018-09-18T05:19:10Z,"{'login': 'AllAlgorithms', 'id': 32894892, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjMyODk0ODky', 'avatar_url': 'https://avatars.githubusercontent.com/u/32894892?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/AllAlgorithms', 'html_url': 'https://github.com/AllAlgorithms', 'followers_url': 'https://api.github.com/users/AllAlgorithms/followers', 'following_url': 'https://api.github.com/users/AllAlgorithms/following{/other_user}', 'gists_url': 'https://api.github.com/users/AllAlgorithms/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/AllAlgorithms/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/AllAlgorithms/subscriptions', 'organizations_url': 'https://api.github.com/users/AllAlgorithms/orgs', 'repos_url': 'https://api.github.com/users/AllAlgorithms/repos', 'events_url': 'https://api.github.com/users/AllAlgorithms/events{/privacy}', 'received_events_url': 'https://api.github.com/users/AllAlgorithms/received_events', 'type': 'Organization', 'site_admin': False}","['algorithm', 'algorithms', 'allalgorithms', 'cipher', 'cryptography', 'dynamic-programming', 'hacktoberfest', 'math', 'python', 'searches', 'searching', 'sorting']",196,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
bigmlcom/python,https://github.com/bigmlcom/python,Python bindings for BigML.io,274,225,2024-02-03T08:46:52Z,2012-05-01T20:42:24Z,"{'login': 'bigmlcom', 'id': 702185, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjcwMjE4NQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/702185?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bigmlcom', 'html_url': 'https://github.com/bigmlcom', 'followers_url': 'https://api.github.com/users/bigmlcom/followers', 'following_url': 'https://api.github.com/users/bigmlcom/following{/other_user}', 'gists_url': 'https://api.github.com/users/bigmlcom/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bigmlcom/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bigmlcom/subscriptions', 'organizations_url': 'https://api.github.com/users/bigmlcom/orgs', 'repos_url': 'https://api.github.com/users/bigmlcom/repos', 'events_url': 'https://api.github.com/users/bigmlcom/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bigmlcom/received_events', 'type': 'Organization', 'site_admin': False}","['api', 'bigml', 'machine-learning', 'ml', 'python']",26018,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}"
python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,We have made you a wrapper you can't refuse,24180,5141,2024-02-09T15:59:56Z,2015-07-07T15:30:39Z,"{'login': 'python-telegram-bot', 'id': 16178365, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE2MTc4MzY1', 'avatar_url': 'https://avatars.githubusercontent.com/u/16178365?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/python-telegram-bot', 'html_url': 'https://github.com/python-telegram-bot', 'followers_url': 'https://api.github.com/users/python-telegram-bot/followers', 'following_url': 'https://api.github.com/users/python-telegram-bot/following{/other_user}', 'gists_url': 'https://api.github.com/users/python-telegram-bot/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/python-telegram-bot/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/python-telegram-bot/subscriptions', 'organizations_url': 'https://api.github.com/users/python-telegram-bot/orgs', 'repos_url': 'https://api.github.com/users/python-telegram-bot/repos', 'events_url': 'https://api.github.com/users/python-telegram-bot/events{/privacy}', 'received_events_url': 'https://api.github.com/users/python-telegram-bot/received_events', 'type': 'Organization', 'site_admin': False}","['bot', 'chatbot', 'framework', 'hacktoberfest', 'python', 'telegram']",14197,Python,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}"
alievk/avatarify-python,https://github.com/alievk/avatarify-python,"Avatars for Zoom, Skype and other video-conferencing apps.",16022,3334,2024-02-08T23:54:04Z,2020-04-06T19:53:16Z,"{'login': 'alievk', 'id': 4682236, 'node_id': 'MDQ6VXNlcjQ2ODIyMzY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/4682236?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/alievk', 'html_url': 'https://github.com/alievk', 'followers_url': 'https://api.github.com/users/alievk/followers', 'following_url': 'https://api.github.com/users/alievk/following{/other_user}', 'gists_url': 'https://api.github.com/users/alievk/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/alievk/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/alievk/subscriptions', 'organizations_url': 'https://api.github.com/users/alievk/orgs', 'repos_url': 'https://api.github.com/users/alievk/repos', 'events_url': 'https://api.github.com/users/alievk/events{/privacy}', 'received_events_url': 'https://api.github.com/users/alievk/received_events', 'type': 'User', 'site_admin': False}",[],5820,Python,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
heyxiaohao/Python,https://github.com/heyxiaohao/Python,Python知识点归纳项目,263,209,2024-02-02T09:11:33Z,2014-09-23T12:37:08Z,"{'login': 'heyxiaohao', 'id': 8863864, 'node_id': 'MDQ6VXNlcjg4NjM4NjQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8863864?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/heyxiaohao', 'html_url': 'https://github.com/heyxiaohao', 'followers_url': 'https://api.github.com/users/heyxiaohao/followers', 'following_url': 'https://api.github.com/users/heyxiaohao/following{/other_user}', 'gists_url': 'https://api.github.com/users/heyxiaohao/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/heyxiaohao/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/heyxiaohao/subscriptions', 'organizations_url': 'https://api.github.com/users/heyxiaohao/orgs', 'repos_url': 'https://api.github.com/users/heyxiaohao/repos', 'events_url': 'https://api.github.com/users/heyxiaohao/events{/privacy}', 'received_events_url': 'https://api.github.com/users/heyxiaohao/received_events', 'type': 'User', 'site_admin': False}",[],58,Python,
soyHenry/Python-Prep,https://github.com/soyHenry/Python-Prep,,701,11786,2024-02-08T19:22:32Z,2022-01-11T18:05:17Z,"{'login': 'soyHenry', 'id': 57154655, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjU3MTU0NjU1', 'avatar_url': 'https://avatars.githubusercontent.com/u/57154655?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/soyHenry', 'html_url': 'https://github.com/soyHenry', 'followers_url': 'https://api.github.com/users/soyHenry/followers', 'following_url': 'https://api.github.com/users/soyHenry/following{/other_user}', 'gists_url': 'https://api.github.com/users/soyHenry/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/soyHenry/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/soyHenry/subscriptions', 'organizations_url': 'https://api.github.com/users/soyHenry/orgs', 'repos_url': 'https://api.github.com/users/soyHenry/repos', 'events_url': 'https://api.github.com/users/soyHenry/events{/privacy}', 'received_events_url': 'https://api.github.com/users/soyHenry/received_events', 'type': 'Organization', 'site_admin': False}",[],3983,Jupyter Notebook,
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,"30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",28961,6167,2024-02-09T17:08:45Z,2019-11-19T17:24:16Z,"{'login': 'Asabeneh', 'id': 9008063, 'node_id': 'MDQ6VXNlcjkwMDgwNjM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9008063?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Asabeneh', 'html_url': 'https://github.com/Asabeneh', 'followers_url': 'https://api.github.com/users/Asabeneh/followers', 'following_url': 'https://api.github.com/users/Asabeneh/following{/other_user}', 'gists_url': 'https://api.github.com/users/Asabeneh/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Asabeneh/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Asabeneh/subscriptions', 'organizations_url': 'https://api.github.com/users/Asabeneh/orgs', 'repos_url': 'https://api.github.com/users/Asabeneh/repos', 'events_url': 'https://api.github.com/users/Asabeneh/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Asabeneh/received_events', 'type': 'User', 'site_admin': False}","['30-days-of-python', 'flask', 'github', 'heroku', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'python', 'python3']",27916,Python,
codebasics/py,https://github.com/codebasics/py,Repository to store sample python programs for python learning,6512,16672,2024-02-09T13:31:22Z,2015-11-28T22:47:16Z,"{'login': 'codebasics', 'id': 16063416, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE2MDYzNDE2', 'avatar_url': 'https://avatars.githubusercontent.com/u/16063416?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/codebasics', 'html_url': 'https://github.com/codebasics', 'followers_url': 'https://api.github.com/users/codebasics/followers', 'following_url': 'https://api.github.com/users/codebasics/following{/other_user}', 'gists_url': 'https://api.github.com/users/codebasics/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/codebasics/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/codebasics/subscriptions', 'organizations_url': 'https://api.github.com/users/codebasics/orgs', 'repos_url': 'https://api.github.com/users/codebasics/repos', 'events_url': 'https://api.github.com/users/codebasics/events{/privacy}', 'received_events_url': 'https://api.github.com/users/codebasics/received_events', 'type': 'Organization', 'site_admin': False}","['jupyter', 'jupyter-notebook', 'jupyter-notebooks', 'jupyter-tutorial', 'numpy', 'numpy-arrays', 'numpy-tutorial', 'pandas', 'pandas-dataframe', 'pandas-tutorial', 'python', 'python-pandas', 'python-tutorial', 'python-tutorials']",201379,Jupyter Notebook,
xianhu/LearnPython,https://github.com/xianhu/LearnPython,以撸代码的形式学习Python,7300,3963,2024-02-07T17:10:05Z,2016-10-13T02:30:15Z,"{'login': 'xianhu', 'id': 7223256, 'node_id': 'MDQ6VXNlcjcyMjMyNTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/7223256?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/xianhu', 'html_url': 'https://github.com/xianhu', 'followers_url': 'https://api.github.com/users/xianhu/followers', 'following_url': 'https://api.github.com/users/xianhu/following{/other_user}', 'gists_url': 'https://api.github.com/users/xianhu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/xianhu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/xianhu/subscriptions', 'organizations_url': 'https://api.github.com/users/xianhu/orgs', 'repos_url': 'https://api.github.com/users/xianhu/repos', 'events_url': 'https://api.github.com/users/xianhu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/xianhu/received_events', 'type': 'User', 'site_admin': False}","['learning-python', 'python', 'python-flask', 'python-requests']",23915,Jupyter Notebook,
ipinfo/python,https://github.com/ipinfo/python,Official Python Library for IPinfo API (IP geolocation and other types of IP data),418,153,2024-02-07T14:30:43Z,2018-08-23T21:30:09Z,"{'login': 'ipinfo', 'id': 15721521, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE1NzIxNTIx', 'avatar_url': 'https://avatars.githubusercontent.com/u/15721521?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ipinfo', 'html_url': 'https://github.com/ipinfo', 'followers_url': 'https://api.github.com/users/ipinfo/followers', 'following_url': 'https://api.github.com/users/ipinfo/following{/other_user}', 'gists_url': 'https://api.github.com/users/ipinfo/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ipinfo/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ipinfo/subscriptions', 'organizations_url': 'https://api.github.com/users/ipinfo/orgs', 'repos_url': 'https://api.github.com/users/ipinfo/repos', 'events_url': 'https://api.github.com/users/ipinfo/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ipinfo/received_events', 'type': 'Organization', 'site_admin': False}","['ip-address', 'ip-data', 'ip-geolocation', 'ipinfo', 'python']",200,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}"
Shekhar-rv/Python,https://github.com/Shekhar-rv/Python,IBM Data Science Professional Certificate on Coursera ,122,254,2024-01-26T16:02:40Z,2019-03-26T11:55:24Z,"{'login': 'Shekhar-rv', 'id': 33443769, 'node_id': 'MDQ6VXNlcjMzNDQzNzY5', 'avatar_url': 'https://avatars.githubusercontent.com/u/33443769?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Shekhar-rv', 'html_url': 'https://github.com/Shekhar-rv', 'followers_url': 'https://api.github.com/users/Shekhar-rv/followers', 'following_url': 'https://api.github.com/users/Shekhar-rv/following{/other_user}', 'gists_url': 'https://api.github.com/users/Shekhar-rv/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Shekhar-rv/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Shekhar-rv/subscriptions', 'organizations_url': 'https://api.github.com/users/Shekhar-rv/orgs', 'repos_url': 'https://api.github.com/users/Shekhar-rv/repos', 'events_url': 'https://api.github.com/users/Shekhar-rv/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Shekhar-rv/received_events', 'type': 'User', 'site_admin': False}",[],21435,Jupyter Notebook,
openai/openai-python,https://github.com/openai/openai-python,The official Python library for the OpenAI API,18247,2514,2024-02-09T16:03:13Z,2020-10-25T23:23:54Z,"{'login': 'openai', 'id': 14957082, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE0OTU3MDgy', 'avatar_url': 'https://avatars.githubusercontent.com/u/14957082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/openai', 'html_url': 'https://github.com/openai', 'followers_url': 'https://api.github.com/users/openai/followers', 'following_url': 'https://api.github.com/users/openai/following{/other_user}', 'gists_url': 'https://api.github.com/users/openai/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/openai/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/openai/subscriptions', 'organizations_url': 'https://api.github.com/users/openai/orgs', 'repos_url': 'https://api.github.com/users/openai/repos', 'events_url': 'https://api.github.com/users/openai/events{/privacy}', 'received_events_url': 'https://api.github.com/users/openai/received_events', 'type': 'Organization', 'site_admin': False}","['openai', 'python']",2456,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}"
aimacode/aima-python,https://github.com/aimacode/aima-python,"Python implementation of algorithms from Russell And Norvig's ""Artificial Intelligence - A Modern Approach""",7584,3639,2024-02-09T07:46:38Z,2016-02-02T00:11:19Z,"{'login': 'aimacode', 'id': 17015933, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjE3MDE1OTMz', 'avatar_url': 'https://avatars.githubusercontent.com/u/17015933?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/aimacode', 'html_url': 'https://github.com/aimacode', 'followers_url': 'https://api.github.com/users/aimacode/followers', 'following_url': 'https://api.github.com/users/aimacode/following{/other_user}', 'gists_url': 'https://api.github.com/users/aimacode/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/aimacode/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/aimacode/subscriptions', 'organizations_url': 'https://api.github.com/users/aimacode/orgs', 'repos_url': 'https://api.github.com/users/aimacode/repos', 'events_url': 'https://api.github.com/users/aimacode/events{/privacy}', 'received_events_url': 'https://api.github.com/users/aimacode/received_events', 'type': 'Organization', 'site_admin': False}",[],17911,Jupyter Notebook,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
